商品名称,商品价格,评论总数,好评率,评论热词,商品id
戴尔（DELL）latitude 3420 14英寸商用办公轻薄窄边框笔记本电脑 3410升级款 8G内存 256GSSD 定制 i5-1135G7｜锐炬Xe显卡（一年质保）,4899.0,82,1.0,"运行快速,时尚大气,小巧玲珑,质量上乘,运行超快,尺寸合适,灵敏顺畅,散热超快",10030789848869
京品电脑雷神(ThundeRobot) 911Air星战三代进阶版 15.6英寸游戏笔记本电脑(十代i7-10750H 8G 512GSSD GTX1650Ti),5099.0,20000,0.95,"运行稳定,十分流畅,反应灵敏,十分大气,倍感舒适,散热超快,简洁大方,纯正艳丽,简单方便,功能齐全,质量上乘",100006650175
京品电脑华硕（ASUS）VivoBook15 2021新款 第11代英特尔酷睿 15.6英寸轻薄笔记本电脑 【推荐】银色 独显版 i5-1135G7 8G 512G固态 IPS屏,4299.0,50000,0.97,"运行速快,运行超快,反应灵敏,十分大气,轻薄精巧,方便快捷,简洁大方,简单方便,倍感舒适,散热超快,质量上乘",71976348985
联想小新15 2021锐龙r5/r7高性能15.6英寸全面大屏设计办公学生网课游戏本轻薄笔记本电脑 标配八核R7-5700U/16G内存/512G固态,5599.0,10000,0.95,"运行速快,反应灵敏,运行超快,轻薄精巧,十分大气,散热超快,方便快捷,简洁大方,简单方便,倍感舒适,办公足够",10020928577814
京东超市攀升MaxBook P1 15.6英寸英特尔4核学生网课教育商务办公全面屏金属轻薄笔记本电脑 十代J4125 8G 128G,1994.0,200,0.97,"十分大气,运行超快,轻薄精巧,反应灵敏,高端大气,十分流畅,简单方便,方便快捷,功能齐全",10030127810707
戴尔Dell灵越15-5509 英特尔酷睿i5 15.6英寸高色域全面屏超轻薄商务本(十一代i5-1135G7 16G 512GSSD)薄荷银,4899.0,50000,0.93,"运行稳定,轻薄精巧,十分大气,反应灵敏,运行超快,简洁大方,倍感舒适,散热超快,方便快捷,超长续航,毫不累眼",100008947783
【2021款】联想ThinkBook14 笔记本电脑 14英寸超轻薄商务办公学生本游戏手提电脑ibm i5-1135G7 锐炬显卡 高色域@6ACD 定制升级  24G内存 512G固态,5999.0,20000,0.95,,10029710455417
2021新款 酷睿i7轻薄本 锐龙R5R7游戏本15.6英寸笔记本电脑商务办公 吃鸡 LOL昂福镭仕 十代J4125四核 8G+256G固态,1983.0,5000,0.96,"运行超快,网速极佳,十分大气,办公足够,手感一流,流畅度佳,简单方便,颜值颇高,轻薄精巧",10022106902254
联想ThinkBook 13s 2021款 英特尔酷睿i5 13.3英寸轻薄笔记本 i5-1135G7 16G 512G 2.5K高色域 长续航,5299.0,100000,0.94,"运行稳定,轻薄精巧,小巧玲珑,十分大气,方便快捷,稳定性佳,功能强大,简单方便,质量上乘,办公足够,效果惊艳",100010282703
联想(Lenovo)2021新款小新Air 14英寸六核锐龙R5-5500U高性能轻薄笔记本电脑 标配六核R5-5500U/8G内存/ 256G固态 深空灰,4099.0,50000,0.98,"运行超快,反应灵敏,小巧可爱,方便快捷,轻薄精巧,时尚大气,简单方便,流畅度佳,倍感舒适,够大够清晰,质量上乘",36324360008
戴尔（DELL）灵越燃5000成就3400/3401轻薄本14英寸网课办公学生手提商用笔记本电脑 i3-1115G4 8GB 256G固态推荐定制 【11代酷睿】高性能核显 全高清屏,3499.0,20000,0.97,"运行稳定,十分大气,反应灵敏,轻薄精巧,简洁大方,运行超快,方便快捷,毫不累眼,简单方便,倍感舒适,功能强大",21674665426
神舟(HASEE)优雅X4D2 14英寸轻薄办公笔记本电脑(5205U 8G 256G SSD IPS),2279.0,20000,0.93,"简单方便,轻薄精巧,十分大气,小巧玲珑,运行超快,方便快捷,运行快速,办公足够,质量上乘,手感十足,散热超快",100008983909
联想笔记本V15 15.6英寸英特尔高清大屏轻薄便携商务办公女生学生游戏手提笔记本电脑 定制丨N4020 4G内存 128G固态 FHD全高清屏 深空灰,2999.0,5000,0.94,"精致美观,质量上乘,轻巧灵活,使用顺手,简洁大方,轻薄精巧,运行超快,运行速快",10026936014741
【教育优惠】AppleMacBookAir13.3 新款8核M1芯片(7核图形处理器) 8G 256G SSD 深空灰 笔记本电脑 MGN63CH/A,7199.0,20000,0.95,"轻薄精巧,手感一流,十分流畅,纯正艳丽,高端大气,流畅度佳,运行超快,倍感舒适,功能强大,反应灵敏",100009554947
京品电脑宏碁(Acer)传奇X 14英寸 高性能 轻薄本 游戏 笔记本电脑(R7-5700U 16G 512GSSD GTX1650 4G独显 高色域屏)金,5499.0,10000,0.95,"运行超快,运行速快,运行安静,轻薄精巧,十分流畅,毫不刺眼,轻薄易携,散热超快,时尚大气,简单方便,节能降耗",100021583908
京品电脑联想小新Air14 2021锐龙R5(全新7nm)六核超轻薄笔记本电脑 学生办公设计游戏高色域轻薄本 精选【R5 5500U 8G内存 256G固态】,3999.0,20000,0.97,"运行速快,轻薄精巧,运行超快,反应灵敏,方便快捷,小巧可爱,十分大气,散热超快,简单方便,倍感舒适,超长续航",18725682558
联想(Lenovo)2021新款小新Air 14英寸六核锐龙R5-5500U高性能轻薄笔记本电脑 标配六核R5-5500U/16G内存/512G固态 深空灰,4999.0,50000,0.98,"运行速快,轻薄精巧,小巧可爱,反应灵敏,方便快捷,运行超快,十分大气,简单方便,散热超快,倍感舒适,结实耐用",36324360006
拍拍【二手95新】Apple新款苹果笔记本电脑超轻薄macbook Pro/Air家用设计2手超极游戏本 超值办公推荐9新700定制款8G/256固态带光驱,2188.0,50000,0.99,"服务一流,物流极速,物超所值,包装用心,方便携带,款式一流,真材实料,色彩纯正,做工一流,尺寸适宜",71955709246
联想ThinkPad S2 2021 英特尔酷睿i5 13.3英寸窄边框商务办公轻薄笔记本电脑(i5-1135G7 8G 512G 高清屏)黑,5499.0,10000,0.93,"质感一流,轻薄精巧,质量上乘,方便快捷,高端大气",100010192729
华为笔记本电脑 MateBook X 2020款 13英寸 十代酷睿i5 16G+512G 3K触控全面屏/时尚轻薄本 青山黛,8999.0,10000,0.95,"轻薄精巧,颜值颇高,小巧可爱,运行快速,手感一流,质量上乘,运行超快,十分流畅,轻便好用,倍感舒适,方便快捷",100014694090
京品电脑联想ThinkPad  E14 AMD锐龙版 14英寸商务办公轻薄笔记本电脑 R5 Pro 4650U 16G512G 0ECD,4399.0,2000,0.96,"十分大气,轻薄精巧,方便快捷,十分流畅,办公足够,运行超快,十分明亮,运行安静,结实耐用,操作简单,网速极佳",10027849678779
京东超市联想（Lenovo）拯救者R7000 2020款15.6英寸游戏笔记本电脑 R5-4600H 16G GTX1650Ti套装,6166.0,20000,0.94,"反应灵敏,十分大气,流畅度佳,运行超快,低调奢华,简洁大方,倍感舒适,质量上乘,运行安静,使用顺手,安静无声",69336694042
联想笔记本电脑 ThinkBook 15 锐龙版 2021款 15.6英寸轻薄本 (7nm 六核 R5 5500U 16G 512G 高色域 长续航),4199.0,20000,0.93,"运行稳定,十分流畅,十分大气,轻薄精巧,时尚大气,方便快捷,功能齐全,运行安静,毫不累眼,倍感舒适,音效超棒",100020877546
联想YOGA14s轻薄商务本 英特尔Evo平台 14英寸全面屏笔记本电脑(标压i5-11300H 16G 512G 2.8K 90Hz高刷屏),6499.0,20000,0.92,"运行稳定,轻薄精巧,运行超快,时尚大气,做工一流,方便快捷,散热超快,倍感舒适,超长续航,简洁易用,运行安静",100018630354
联想ThinkPad X13 2021(61CD)英特尔Evo平台 13.3英寸轻薄笔记本电脑(i5-1135G7 16G 512G 高色域)4G版,7699.0,1000,0.96,"运行稳定,轻薄精巧,稳定性佳,小巧玲珑,手感一流,散热超快,尺寸合适,功能齐全,办公足够,运行安静,方便快捷",100020733038
RedmiBook Air 13.3英寸 2.5k全面屏超轻薄(英特尔酷睿i5 16G 512G 100%sRGB 紫晶灰)笔记本电脑 小米 红米,5199.0,50000,0.93,"轻薄精巧,小巧可爱,反应灵敏,方便快捷,运行超快,简洁大方,办公足够,倍感舒适,散热超快,轻便好用,质量上乘",100008203515
戴尔DELL XPS13-9305 2021 EVO 13.3英寸全面屏轻薄商务笔记本电脑(11代i7-1165G7 16G 512G 锐炬显卡)银黑,8989.0,2000,0.94,"轻薄精巧,时尚大气,运行超快,反应灵敏,小巧玲珑,方便快捷,十分流畅,手感一流,质量上乘,不易粘指纹,散热超快",100018276678
RedmiBook Pro 14 轻薄本(11代酷睿i5-11300H 16G 512G PCIE MX450 2.5K超视网膜全面屏) 红米小米笔记本,5299.0,10000,0.94,"方便快捷,轻薄精巧,运行超快,反应灵敏,小巧易携,时尚大气,散热超快,功能强大,运行安静,柔软顺滑,反应迅速",100021105224
戴尔dell灵越15-5509 15.6英寸高色域全面屏超轻薄商务本(十一代i5-1135G7 16G 512G MX350 2GB独显)星空灰,5499.0,50000,0.93,"反应灵敏,十分大气,轻薄精巧,运行超快,时尚大气,方便快捷,散热超快,十分流畅,质量上乘,运行安静,办公足够",100015839614
小米RedmiBook Pro 15 2021旗舰新品红米笔记本电脑全金属超轻薄学生游戏设计办公电脑 【推荐】11代i5-11300H | 锐炬显卡 16G内存 512G固态 3.2K超视网膜全面屏,4999.0,10000,0.97,"运行稳定,反应灵敏,轻薄精巧,运行超快,十分大气,做工一流,散热超快,功能齐全,办公足够,质量上乘,倍感舒适",67542470764
京品电脑联想笔记本电脑 ThinkBook 14 锐龙版 2021款 14英寸轻薄笔记本(7nm 八核 R7 5800U 16G 512G 高色域 长续航),4899.0,20000,0.94,"时尚大气,运行超快,反应灵敏,轻薄精巧,小巧易携,识别灵敏,手感一流,超长续航,流畅度佳,扩展性强,指纹灵敏",100011476857
荣耀MagicBook Pro 2020 16.1英寸全面屏轻薄笔记本电脑（十代酷睿i5 16G 512G MX350 100%sRGB）冰河银,4999.0,50000,0.95,"运行速快,十分大气,轻薄精巧,运行超快,反应灵敏,简洁大方,方便快捷,散热超快,倍感舒适,简单方便,功能齐全",100013171828
京品电脑戴尔笔记本电脑dell灵越15-5509 15.6英寸高色域全面屏超轻薄商务本(十一代i7-1165G7 16G 512GSSD)薄荷银,5799.0,50000,0.93,"运行速快,十分大气,轻薄精巧,散热超快,简洁大方,运行超快,倍感舒适,方便快捷,运行安静,超长待机,手感一流",100008947759
华为MateBook D 14 2021款 14英寸全面屏锐龙八核商务办公轻薄学生笔记本电脑 银色8核16线程R7-5700U/16G/512G,6299.0,1000,0.97,"时尚大气,轻薄精巧,尺寸合适,运行超快,十分流畅,使用顺手,视觉感强,手感舒适,网速极佳",10025166973379
京品电脑联想ThinkBook 15 2021款 酷睿版 英特尔酷睿i5 15.6英寸轻薄笔记本(i5-1135G7 16G 512G MX450独显 高色域),5199.0,50000,0.95,"运行稳定,十分大气,轻薄精巧,简洁大方,运行超快,方便快捷,散热超快,简单方便,功能齐全,倍感舒适,质量上乘",100016053720
宏碁(Acer)新蜂鸟Fun 15.6英寸轻薄本 学生商务办公笔记本电脑(11代英特尔酷睿i5-1135G7 16G 512G wifi6)银,4099.0,20000,0.96,"运行稳定,反应灵敏,轻薄精巧,十分大气,运行超快,简洁大方,方便快捷,节能降耗,超长续航,散热超快,运行安静",100015522270
京品电脑联想小新Air14 2021锐龙R5(全新7nm)六核超轻薄笔记本电脑 学生办公设计游戏高色域轻薄本 旗舰【R5 5500U 8G内存 512G固态】,4199.0,20000,0.97,"运行速快,运行超快,方便快捷,轻薄精巧,反应灵敏,小巧可爱,十分大气,散热超快,简单方便,倍感舒适,超长续航",26215606052
京东超市联想（Lenovo）小新Air15  2021锐龙版 全面屏高色域 轻薄笔记本电脑 8核R7-4800U 16G 512G 100%sRGB 高色域 深空灰,5166.0,10000,0.95,"运行稳定,散热超快,反应灵敏,运行超快,轻薄精巧,十分大气,简洁大方,倍感舒适,方便快捷,结实耐用,质量上乘",10021921445458
华为笔记本电脑 MateBook D 14 2021款商用 14英寸 11代酷睿 I5 16G+512G 轻薄本/全面屏/多屏协同/Wifi 6 银,6799.0,90,0.94,,100022167566
联想V14 英特尔十代酷睿i7 14英寸超轻薄手提笔记本电脑设计师办公独显游戏超极本学生家用网课本 i7-1065G7 12G内存 512G固态 MX350 2G独显 全高清屏 星空灰 精装升级,5999.0,5000,1.0,,10031078894308
攀升MaxBook P1 15.6英寸英特尔4核学生网课商务办公轻薄笔记本电脑（10代J4125 8G 512G 金属机身）2021新款,2699.0,10000,0.97,"运行稳定,十分大气,稳定性佳,简洁大方,轻薄精巧,简单方便,方便快捷,办公足够,倍感舒适,散热超快,运行安静",100018894636
京品电脑戴尔（DELL）智锐3510（Latitude）15.6英寸商用办公轻薄笔记本电脑i3-10110U/8G/256G SSD/Win10H/一年质保,3399.0,2000,0.93,"运行稳定,运行速快,十分大气,轻薄精巧,方便快捷,倍感舒适,运行安静,办公足够,尺寸合适,功能齐全",100015989986
京品电脑机械革命(MECHREVO)Z3 Air 英特尔酷睿 15.6英寸轻薄游戏笔记本电脑(i5-10200H 16G 512G GTX1650 100%sRGB),4299.0,20000,0.93,"十分流畅,时尚大气,反应灵敏,做工一流,运行超快,精致美观,稳定可靠,运行安静,质量上乘,方便快捷,观影效果佳",100018093062
京品电脑京东京造 笔记本电脑 全面屏 全金属超薄本 网课 教育 商务本 JDBook 14英寸(11代酷睿i3-1115G4处理器 8G 512G高速固态 FHD WIFI6 Win10) 银色,3299.0,5000,0.95,"轻薄精巧,十分大气,简单方便,反应灵敏,简洁大方,质量上乘,办公足够,运行超快,十分流畅,方便快捷,按键舒服",100019498800
宏碁(Acer)非凡S3 Plus轻薄本 16英寸办公笔记本电脑 高色域全面屏（11代标压i5-11300H 16G 512G 雷电4）灰,4799.0,5000,0.98,"运行稳定,轻薄精巧,运行超快,做工一流,反应灵敏,超长续航,方便快捷,运行安静,简洁时尚,办公足够,结实耐用",100022399078
机械师T58-V 144Hz全面屏游戏本11代i7-11800H八核RTX3050独显笔记本电脑 竞速版16G/512G PCIE高速固态+1TB,7369.0,10000,0.99,"运行超快,反应灵敏,十分帅气,十分大气,十分流畅,流畅度佳,散热超快,简洁大方,触感一流,质量上乘,运行安静",10030493404007
小米红米RedmiBook Pro 14 锐龙版R7-5700U 16GB 512GB 2.5K超视网膜全面屏金属高色域轻薄笔记本电脑,4999.0,20000,0.93,"反应灵敏,运行超快,轻薄精巧,散热超快,倍感舒适,简洁大方,时尚大气,十分流畅,手感一流,运行安静,方便快捷",100021927652
微软Surface Laptop Go i5 8G+128G 冰晶蓝 12.4英寸3:2高色域全面屏 指纹识别 触控金属轻薄本,5488.0,5000,0.91,"小巧可爱,方便快捷,轻薄精巧,简单方便,简洁大方,运行速快,流畅度佳,手感一流,办公足够,功能齐全,倍感舒适",100016024140
联想小新15性能版 2021新款11代酷睿15.6英寸全面屏高色域四核超轻薄网课本办公手提笔记本电脑 银色i5-1135G7 16G 512G｜标配 MX450高性能独显,5999.0,5000,0.98,"反应灵敏,十分大气,运行超快,十分流畅,轻薄精巧,功能强大,简洁大方,手感一流,方便快捷,触感一流,散热超快",10021402529836
联想（Lenovo）扬天V14 14英寸商务办公轻薄便携网课笔记本电脑 酷睿十代i3 标配I3-1005G1 8G内存 256G固态 2G独显 高清防眩光屏幕,3599.0,5000,0.98,"运行速快,反应灵敏,简洁大方,十分流畅,时尚大气,方便快捷,轻薄精巧,使用顺手,散热超快,倍感舒适,超长续航",32902585454
京品电脑惠普(HP)战66四代 锐龙版 14英寸轻薄笔记本电脑(Zen3架构 6核 R5-5600U 16G 512G 一年上门+意外 2年电池),4399.0,200000,0.95,"运行稳定,反应灵敏,十分大气,轻薄精巧,方便快捷,运行超快,小巧可爱,简单方便,散热超快,手感一流,运行安静",100018080018
联想(Lenovo)拯救者Y9000X 英特尔酷睿i7 超轻薄游戏笔记本电脑(i7-10875H 16G 512G SSD RTX2060MQ 144Hz)灰,9299.0,1000,0.95,"轻薄精巧,反应灵敏,十分大气,运行超快,运行完美,方便快捷,质感一流,质量上乘,手感十足,倍感舒适,亮度均匀",100009660697
京品电脑机械革命（MECHREVO）Code01 15.6英寸程序员本(R7-4800H 16G 512G PCIE 100%sRGB WIFI6)轻薄笔记本电脑,5199.0,20000,0.93,"运行稳定,轻薄精巧,散热超快,反应灵敏,运行良好,结实耐用,简洁大方,十分大气,倍感舒适,方便快捷,简单方便",100013420504
京品电脑联想笔记本ThinkBook 15p 英特尔酷睿i5 15.6英寸高性能轻薄本 设计师(十代i5标压 16G 512G GTX1650高色域),5998.0,10000,0.94,"运行稳定,十分大气,反应灵敏,时尚大气,轻薄精巧,运行超快,散热超快,方便快捷,简单方便,质量上乘,倍感舒适",100015373928
联想笔记本V14轻薄本 酷睿十代i3 独显 高清防眩光屏幕,3599.0,5000,0.98,"运行速快,反应灵敏,简洁大方,十分流畅,时尚大气,方便快捷,轻薄精巧,使用顺手,散热超快,倍感舒适,超长续航",32902585454
【新品十代i5 i7处理器】15.6英寸高性能学生游戏本 笔记本电脑 快速者Z18商务办公独显轻薄本 10代酷睿i3-10110U+UHD核显  8G内存+256G固态硬盘,2888.0,2000,0.98,"运行稳定,运行超快,十分大气,方便快捷,薄厚适宜",10021297286686
攀升 15.6英寸轻薄笔记本 十代J4125四核 金属机身,2399.0,10000,0.97,"运行稳定,反应灵敏,十分大气,运行超快,简单方便,方便快捷,轻薄精巧,时尚大气,功能齐全,倍感舒适,散热超快",100016948626
联想小新Air14 2021款超轻薄笔记本电脑14英寸办公手提独显游戏本酷睿11代i5-1135G7 16G 1T固态 MX450独显 星月银 升级版,5999.0,5000,0.96,"轻薄精巧,时尚大气,运行超快,小巧可爱,散热超快,十分流畅,手感一流,质量上乘,倍感舒适,功能强大,运行安静",56882562902
